--------------- DW_2000Q_6 ---------------
    0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
22   1  1  1  0  1  0  1  0  0  0  0  0  1  0  0  0  1  0  1  1  1  1  1  1  0  1  0  0  0  0  1  1  0  1  1  0  0  1  0  1  0  0  1  1  0  1  0  1  0  0  0  0  1  0  0  0  1  1  1  1 -459.75       1 0.016667
36   0  0  1  0  0  0  1  0  0  1  0  0  1  1  0  0  0  1  1  1  1  1  0  1  0  1  1  1  1  0  1  0  0  0  1  1  0  1  0  1  1  0  0  1  0  1  0  1  1  0  1  0  0  1  0  1  1  1  0  1 -459.75       1 0.016667
9    0  0  1  1  1  0  0  1  0  0  1  0  1  1  0  0  1  1  1  0  1  1  1  0  0  1  0  1  0  0  0  0  0  1  0  0  1  1  0  1  1  0  1  0  0  0  1  1  1  0  0  0  1  1  0  1  1  1  1  0  -459.0       1      0.0
38   0  0  0  0  0  0  1  1  0  0  0  0  1  0  0  0  1  0  1  1  1  1  1  1  0  1  0  1  1  0  1  1  1  0  1  0  0  0  0  1  0  1  1  1  1  1  0  0  1  1  0  0  1  0  1  0  1  1  1  0  -459.0       1 0.016667
50   0  0  1  0  1  0  1  0  0  0  0  0  1  0  0  1  1  1  1  1  1  1  1  0  0  1  1  1  1  0  0  1  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  1  1  1  1  0  0  0  1  1  1  1  1  0  -459.0       1 0.016667
84   0  0  0  0  1  0  1  1  0  0  1  0  1  0  0  1  1  0  1  1  1  0  1  1  0  1  1  0  1  0  1  1  1  0  1  0  0  0  0  0  0  1  1  1  0  0  0  1  1  1  1  0  0  0  0  1  1  1  1  0  -459.0       1 0.033333
95   0  1  0  0  1  0  1  0  0  0  1  0  1  0  0  0  1  0  1  1  1  1  0  1  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  1  0  1  1  1  1  1  0  1  0  1  1  1  1  1  0  1  1  1  1  0  -459.0       1 0.033333
184  0  1  0  0  1  1  1  1  0  0  1  1  1  0  1  1  1  1  0  1  1  1  1  0  0  1  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  1  1  1  0  0  1  1  0  1  1  0  1  0  -459.0       1     0.05
199  0  1  1  0  0  0  1  0  0  0  0  0  1  1  0  0  0  0  1  1  1  1  1  1  0  1  1  0  1  0  1  1  0  0  1  0  0  0  0  1  0  0  0  1  1  1  0  1  1  1  1  0  0  1  0  1  1  1  1  0  -459.0       1 0.066667
448  0  1  1  0  0  0  1  1  0  0  0  0  1  0  0  0  1  0  1  1  1  1  0  1  0  1  1  0  1  0  1  1  0  0  1  0  0  1  0  1  0  0  0  1  0  1  0  1  0  1  1  0  1  1  0  1  1  1  1  0  -459.0       1     0.15
