--------------- DW_2000Q_6 ---------------
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
50   1  1  0  1  1  0  0  1  0  0  0  1  1  1  1  0  1  1  0  1  0  1  1  0  0  0  1  1  1  1  0  1  0  1  0  0  1  0  1  0  0  1  1  0  0  1  0  1  1  1  0  0  0  1  0  0  1  1  1  0  -961.0       1     0.05
174  0  1  1  0  0  1  1  0  1  1  1  1  1  0  0  1  0  1  0  0  1  0  1  1  1  0  1  0  1  0  0  0  0  1  0  0  1  0  0  1  1  0  0  0  0  1  0  0  1  1  1  1  0  0  1  0  0  0  1  0  -961.0       1      0.1
418  0  1  1  1  0  1  0  1  1  1  1  1  1  0  0  1  0  0  1  0  1  0  1  1  1  0  1  1  0  0  0  0  0  1  0  0  0  0  0  1  1  0  0  0  1  1  0  0  1  1  1  0  1  0  1  0  0  1  1  0  -961.0       1 0.183333
13   0  1  1  0  1  1  1  0  0  1  0  1  0  1  0  1  0  1  0  1  1  0  1  1  0  0  1  1  0  0  0  0  0  1  0  1  1  0  0  1  0  0  1  1  0  1  0  0  0  1  1  1  0  0  1  0  0  0  1  1 -960.75       1 0.016667
52   1  1  1  1  0  0  0  0  1  1  1  1  1  0  1  1  0  0  1  0  1  0  0  1  1  0  1  0  0  1  0  0  0  1  1  1  0  1  0  1  1  1  0  0  1  1  0  0  0  1  1  0  0  1  0  0  1  0  1  0 -960.75       1     0.05
265  0  1  1  1  0  1  0  0  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  1  0  0  1  0  0  0  0  0  0  1  1  0  1  0  1  1  1  1  1  1  1  0  0  1  1  0  0  0  0  1  0  1  0  0  0 -960.75       1 0.133333
413  1  0  0  0  1  0  0  1  0  1  0  1  0  1  1  0  1  0  0  1  0  1  1  1  0  0  0  1  1  1  1  1  1  0  0  1  1  0  1  1  0  1  1  1  0  1  0  1  0  0  0  0  0  0  0  1  0  1  0  0 -960.75       1 0.166667
40   1  1  1  0  0  1  1  0  1  0  1  1  1  0  0  1  0  0  1  1  1  0  1  1  1  0  1  1  0  0  0  0  0  1  0  1  1  0  0  0  1  0  0  1  1  1  0  0  1  1  1  1  0  0  1  0  0  0  1  1  -960.0       1     0.05
42   0  1  1  1  0  0  1  0  1  1  1  1  1  0  0  1  0  1  0  0  1  1  1  1  1  0  1  1  0  0  0  0  1  1  0  0  1  1  0  1  0  0  0  0  1  0  1  0  1  1  1  1  0  0  1  0  0  0  1  1  -960.0       1     0.05
329  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  0  1  0  1  1  0  0  1  0  0  1  1  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  1  0  0  0  1  0  1  0  0  0  -960.0       1     0.15
367  0  1  1  1  1  1  1  0  0  1  1  1  1  0  0  1  0  1  0  0  1  0  1  1  1  0  0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  1  1  1  0  0  1  1  1  0  1  0  1  0  0  0  1  0  -960.0       1 0.166667
483  1  1  1  1  0  1  0  0  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  1  0  1  0  0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  1  1  0  0  1  1  1  1  1  1  1  0  0  1  1  0  -960.0       1 0.166667
491  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  1  0  1  1  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  1  1  0  1  1  1  0  0  1  1  1  0  0  0  1  0  1  0  1  1  -960.0       1      0.2
38   1  1  0  0  0  1  0  1  1  1  1  1  1  0  0  1  0  0  1  1  1  0  0  0  0  0  1  1  0  1  0  1  0  1  1  1  0  1  0  0  0  0  1  0  1  1  0  0  1  1  1  1  0  1  1  0  0  1  0  0 -959.75       1 0.033333
108  0  1  1  0  0  1  0  1  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  1  0  1  1  0  0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  1  1  0  0  1  1  1  0  0  0  1  0  1  1  1  1 -959.75       1 0.083333
167  0  1  1  1  0  0  1  1  1  1  1  1  0  0  0  1  0  1  0  1  1  0  1  1  1  0  0  1  0  0  1  0  0  1  0  1  0  1  0  1  0  0  0  0  0  0  0  0  1  1  1  1  1  0  1  0  0  1  1  1 -959.75       1      0.1
237  0  1  1  0  1  1  1  0  1  0  1  1  1  0  0  1  0  0  0  0  1  0  1  1  0  0  1  0  0  0  0  0  0  1  1  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  1  1  1  0  1  0  0  0  1  0 -959.75       1 0.116667
285  0  1  1  1  1  1  1  0  1  1  1  0  1  0  0  1  0  0  0  0  1  0  1  0  0  0  1  0  0  0  1  0  0  0  0  1  0  0  0  1  1  0  0  0  1  1  0  0  1  1  1  1  0  0  1  0  1  0  1  0 -959.75       1 0.133333
297  0  1  1  1  0  1  1  0  0  1  1  1  0  0  0  1  0  1  1  0  1  0  1  1  1  0  0  0  0  0  0  0  0  1  0  1  0  1  0  1  1  0  0  1  1  1  0  0  1  1  1  0  0  1  1  0  1  1  1  0 -959.75       1     0.15
301  0  1  1  1  0  1  0  0  0  1  1  1  0  0  0  1  0  1  0  0  1  0  1  1  0  0  1  0  0  0  0  0  0  1  0  1  0  1  0  1  1  0  0  1  1  1  0  0  1  1  1  0  0  1  1  0  1  1  1  0 -959.75       1     0.15
12   0  1  1  1  0  1  0  0  0  1  1  1  1  0  0  1  0  1  0  1  1  0  1  1  1  0  1  1  0  0  0  0  0  1  0  1  0  1  0  0  0  0  1  1  0  1  0  0  1  1  0  0  0  1  1  0  0  1  1  1  -959.0       1 0.016667
49   1  0  1  1  1  1  0  1  1  0  0  0  1  1  1  0  1  0  0  0  0  1  0  1  0  1  0  1  1  1  0  1  0  1  0  1  0  0  1  1  0  1  0  0  0  1  0  1  0  1  0  0  0  1  0  1  0  1  0  1  -959.0       1     0.05
